Title,Director,Cast,Country,Genre,Year,Hyperref
Gone,Heitor Dhalia,"Amanda Seyfried,Daniel Sunjata,Jennifer Carpenter",United States,thriller,2012,Gone_(2012_film)
Jack Reacher,Christopher McQuarrie,"Tom Cruise,Rosamund Pike,Robert Duvall",United States,thriller,2012,Jack_Reacher_(film)
Kahaani,Sujoy Ghosh,"Vidya Balan,Parambrata Chattopadhyay,Nawazuddin Siddiqui",India,thriller,2012,Kahaani
Looper,Rian Johnson,"Bruce Willis,Joseph Gordon-Levitt,Emily Blunt",United States,thriller,2012,Looper_(film)
Man on a Ledge,Asger Leth,"Sam Worthington,Elizabeth Banks,Anthony Mackie",United States,thriller,2012,Man_on_a_Ledge
Premium Rush,David Koepp,"Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez",United States,thriller,2012,Premium_Rush
Safe House,Daniel Espinosa,"Denzel Washington,Ryan Reynolds,Vera Farmiga",United States,thriller,2012,Safe_House_(2012_film)
Savages,Oliver Stone,"Aaron Taylor-Johnson,Blake Lively,Benicio del Toro",United States,thriller,2012,Savages_(2012_film)
Stolen,Simon West,"Nicolas Cage,Malin Åkerman,Josh Lucas",United States,thriller,2012,Stolen_(2012_film)
Taken 2,Olivier Megaton,"Liam Neeson,Maggie Grace,Famke Janssen",FranceUnited States,thriller,2012,Taken_2
The Tall Man,Pascal Laugier,"Jessica Biel,Jodelle Ferland,Stephen McHattie",FranceCanada,thriller,2012,The_Tall_Man_(2012_film)
Underworld: Awakening,"Måns Mårlind,Bjorn Stein","Kate Beckinsale,Stephen Rea,Michael Ealy",United States,thriller,2012,Underworld:_Awakening
The Viral Factor,Dante Lam,"Jay Chou,Lin Peng,Nicholas Tse",Hong Kong,thriller,2012,The_Viral_Factor
Avenged,Michael S. Ojeda,"Amanda Adrienne, Tom Ardavanay,Rodney Rowland",United States,thriller,2013,Avenged_(2013_American_film)
The Call,Brad Anderson,"Halle Berry,Abigail Breslin,Morris Chesnut,Michael Eklund,Michael Imperioli,David Otunga",United States,thriller,2013,The_Call_(2013_film)
The Counselor,Ridley Scott,"Michael Fassbender,Penélope Cruz,Cameron Diaz",United KingdomUnited States,thriller,2013,The_Counselor
Drishyam,Jeethu Joseph,"Mohanlal,Meena",India,thriller,2013,Drishyam_(2013_film)
Lucia,Pawan Kumar,"Ninasam Satish,Sruthi Hariharan",India,thriller,2013,Lucia_(2013_film)
Montage,Jeong Keun-seob,"Uhm Jung-hwa,Kim Sang-kyung",South Korea,thriller,2013,Montage_(2013_film)
Prisoners,Denis Villeneuve,"Hugh Jackman,Jake Gyllenhaal,Viola Davis,Maria Bello",United States,thriller,2013,Prisoners_(2013_film)
The Purge,James DeMonaco,"Ethan Hawke,Lena Headey,Max Burkholder",United States,thriller,2013,The_Purge
Side Effects,Steven Soderbergh,"Rooney Mara,Channing Tatum,Jude Law",United States,thriller,2013,Side_Effects_(2013_film)
Stoker,Park Chan-wook,"Mia Wasikowska,Matthew Goode,Nicole Kidman",United States,thriller,2013,Stoker_(film)
The Supernatural Events on Campus,Guan Er,"Zhao Yihuan, Wang Yi, Li Manyi",China,thriller,2013,The_Supernatural_Events_on_Campus
Trance,Danny Boyle,"James McAvoy,Vincent Cassel,Rosario Dawson",United Kingdom,thriller,2013,Trance_(2013_film)
Ugly,Anurag Kashyap,"Ronit Roy,Rahul Bhat,Vineet Kumar Singh,Girish Kulkarni",India,thriller,2013,Ugly_(film)
Upstream Color,Shane Carruth,"Amy Seimetz,Shane Carruth,Andrew Sensenig",United States,thriller,2013,Upstream_Color
Bloody Doll,Teruyoshi Ishii,"Jiro Wang, Zhou Qiqi,Don Li",China,thriller,2014,Bloody_Doll
Bugs,Yan Jia,"Xia Zitong,Zhang Zilin,Eric Wang",China,thriller,2014,Bugs_(2014_film)
Christmas Icetastrophe,Jonathan Winfrey,"Victor Webster,Jennifer Spence,Richard Harmon",United States,thriller,2014,Christmas_Icetastrophe
Cold in July,Jim Mickle,"Michael C. Hall,Sam Shepard,Vinessa Shaw",United States,thriller,2014,Cold_in_July_(film)
The Deathday Party,Xie Hang,"Anita Yuen, Xiong Naijin,Archie Kao",China,thriller,2014,The_Deathday_Party
Double Exposure,Li Jinhang,"Qin Wenjing, Ma Wenlong, Sabrina Qiu",China,thriller,2014,Double_Exposure_(2014_film)
The Eighth House,Zhang Li,"Bao Tino, Ni Jingyang, Chang Le",China,thriller,2014,The_Eighth_House
Flower's Curse,Li Kelong,"Qi Zhi, Liao Weiwei, Luo Bin",China,thriller,2014,Flower%27s_Curse
Gone Girl,David Fincher,"Rosamund Pike,Ben Affleck,Tyler Perry",United States,thriller,2014,Gone_Girl_(film)
Haunted Road,Yijian Tong,"Su-a Hong, Jo Jiang, Musi Ni",China,thriller,2014,Haunted_Road
Honeymoon,Leigh Janiak,"Harry Treadaway,Rose Leslie",United States,thriller,2014,Honeymoon_(2014_film)
The Imitation Game,Morten Tyldum,"Benedict Cumberbatch,Keira Knightley,Matthew Goode",United States,thriller,2014,The_Imitation_Game
Inside the Girls,Liang Ting,"Wen Xin, Cheng Yi, Yin Zheng",China,thriller,2014,Inside_the_Girls
Kingsman: The Secret Service,Matthew Vaughn,"Colin Firth,Taron Egerton,Samuel L. Jackson","United Kingdom,United States",thriller,2014,Kingsman:_The_Secret_Service
Lonely Island,"Lian Tao, Wang Kunhao","Li Yiyi, Tian Suhao, Mao Yi",China,thriller,2014,Lonely_Island_(film)
Midnight Hair,Liu Ning,"Daniella Wang,Lee Wei,Xuan Lu",China,thriller,2014,Midnight_Hair
Monsterz,Hideo Nakata,"Tatsuya Fujiwara,Takayuki Yamada",Japan,thriller,2014,Monsterz
Mystery,Wu Bing,"Ady An,Jiro Wang,Guo Degang",China,thriller,2014,Mystery_(2014_film)
Nightcrawler,Dan Gilroy,"Jake Gyllenhaal,Rene Russo,Bill Paxton",United States,thriller,2014,Nightcrawler_(film)
Non-Stop,Jaume Collet-Serra,"Liam Neeson,Julianne Moore,Scoot McNairy",FranceCanadaUnited KingdomUnited States,thriller,2014,Non-Stop_(film)
She and She,Cao Ji,"Wang Xi, Song Zifei, Li He",China,thriller,2014,
Skin Trade,Ekachai Uekrongtham,"Dolph Lundgren,Tony Jaa,Michael Jai White,Ron Perlman,Peter Weller",United States,thriller,2014,Skin_Trade_(film)
The Snow White Murder Case,Yoshihiro Nakamura,"Mao Inoue,Gō Ayano,Nanao",Japan,thriller,2014,The_Snow_White_Murder_Case
The Guest,Adam Wingard,"Dan Stevens,Leland Orser,Lance Reddick",United States,thriller,2014,The_Guest_(2014_American_film)
The Haunted Cinema,Yuan Jie,"Liu Yanxi, Luo Xiang, Wei Xingyu",China,thriller,2014,The_Haunted_Cinema
Tomb Robber,Yu Dao,"Michael Tong,Muqi Miya, Li Bingyuan",China,thriller,2014,Tomb_Robber
Under the Bed 2,Yuan Jie,"Abby, Li Henan, Chen Yuan",China,thriller,2014,Under_the_Bed_2
The Boy Next Door,Rob Cohen,"Jennifer Lopez,Ryan Guzman",United States<,thriller,2015,The_Boy_Next_Door_(film)
Colonia,Florian Gallenberger,"Emma Watson,Daniel Brühl,Michael Nyqvist",Germany,thriller,2015,Colonia_(film)
Dark Places,Gilles Paquet-Brenner,"Charlize Theron,Christina Hendricks,Nicholas Hoult",United StatesUnited KingdomFrance,thriller,2015,Dark_Places_(2015_film)
Death Trip,Billy Tang,"Victor Wong, Zeng Yongti,Han Bo-reum",China,thriller,2015,Death_Trip_(2015_film)
Drishyam,Nishikant Kamat,"Ajay Devgn, Tabu, Shriya Saran",India,thriller,2015,Drishyam_(2013_film)
Eye in the Sky,Gavin Hood,"Helen Mirren,Aaron Paul,Alan Rickman",United Kingdom,thriller,2015,Eye_in_the_Sky_(2015_film)
The Gift,Joel Edgerton,"Jason Bateman,Rebecca Hall,Joel Edgerton",United StatesAustralia,thriller,2015,The_Gift_(2015_American_film)
Grasshopper,Tomoyuki Takimoto,"Toma Ikuta,Tadanobu Asano,Ryosuke Yamada",Japan,thriller,2015,Grasshopper_(film)
Insanity,David Lee,"Sean Lau,Huang Xiaoming,Alex Fong",ChinaHong Kong,thriller,2015,Insanity_(2015_film)
The Invitation,Karyn Kusama,"Logan Marshall-Green,Tammy Blanchard,Michiel Huisman",United States,thriller,2015,The_Invitation_(2015_film)
The Mystery of Death,Ben Wong,"Deric Wan, Huang Zheng, Josephine Yu",China,thriller,2015,The_Mystery_of_Death
Nowhere to Run,Wang Mengyuan,"Zhang Duo, Liu Ying, Ge Tian",China,thriller,2015,Nowhere_to_Run_(2015_film)
Prophecy,Yoshihiro Nakamura,"Toma Ikuta,Yoshiyoshi Arakawa,Erika Toda",Japan,thriller,2015,/w/index.php?title=Prophecy_(2015_film)&action=edit&redlink=1
Scary Road Is Fun,Samm Chan,"Zhang Junning,Michael Tong, He Haoyang",China,thriller,2015,Scary_Road_Is_Fun
Tōkyō Mukokuseki Shōjo,Mamoru Oshii,"Nana Seino, Nobuaki Kaneko, Lily",Japan,thriller,2015,T%C5%8Dky%C5%8D_Mukokuseki_Sh%C5%8Djo
The Accountant,Gavin O'Connor,"Ben Affleck,Anna Kendrick,J. K. Simmons",United States,thriller,2016,The_Accountant_(2016_film)
The Girl on the Train,Tate Taylor,"Emily Blunt,Justin Theroux,Rebecca Ferguson,Luke Evans",United States,thriller,2016,The_Girl_on_the_Train_(2016_film)
Jack Reacher: Never Go Back,Edward Zwick,"Tom Cruise,Cobie Smulders",United States,thriller,2016,Jack_Reacher:_Never_Go_Back
Mine,"Fabio Guaglione, Fabio Resinaro","Armie Hammer,Annabelle Wallis,Tom Cullen,Juliet Aubrey",ItalyUnited StatesSpain,thriller,2016,Mine_(2016_film)
Money Monster,Jodie Foster,"George Clooney,Julia Roberts,Jack O'Connell",United States,thriller,2016,Money_Monster
Nocturnal Animals,Tom Ford,"Amy Adams,Jake Gyllenhaal,Michael Shannon,Aaron Taylor-Johnson",United States,thriller,2016,Nocturnal_Animals
Uriyadi,Vijay Kumar,"Vijay Kumar,Mime Gopi",India,thriller,2016,Uriyadi
Based on a True Story,Roman Polanski,"Emmanuelle Seigner,Eva Green,Vincent Perez",FranceItalyPoland,thriller,2017,Based_on_a_True_Story_(film)
Berlin Syndrome,Cate Shortland,"Teresa Palmer,Max Riemelt",AustraliaFrance,thriller,2017,Berlin_Syndrome_(film)
The Girl in the Fog,Donato Carrisi,"Toni Servillo,Alessio Boni,Jean Reno",Italy,thriller,2017,The_Girl_in_the_Fog
Hangman,Johnny Martin,"Al Pacino,Karl Urban,Brittany Snow",United States,thriller,2017,Hangman_(2017_film)
The Hunter's Prayer,Jonathan Mostow,"Sam Worthington,Odeya Rush,Allen Leech",United StatesGermanySpain,thriller,2017,The_Hunter%27s_Prayer
The Invisible Guardian,Fernando González Molina,"Marta Etura,Elvira Mínguez",Spain,thriller,2017,The_Invisible_Guardian
The Invisible Guest,Oriol Paulo,"Mario Casas,José Coronado,Ana Wagener,Bárbara Lennie",Spain,thriller,2017,The_Invisible_Guest
Kidnap,Luis Prieto,"Halle Berry,Sage Correa,Chris McGinn,Lew Temple",United States,thriller,2017,Kidnap_(2017_film)
The Man with the Iron Heart,Cédric Jimenez,"Jason Clarke,Rosamund Pike,Jack O'Connell","France,Belgium",thriller,2017,The_Man_with_the_Iron_Heart_(film)
The Playground,Edreace Purmul,"Myles Cranford,Merrick McCartha,Shane P. Allen, Christopher Salazar",United States,thriller,2017,The_Playground_(2017_film)
6 Days,Toa Fraser,"Jamie Bell,Abbie Cornish,Mark Strong",United KingdomNew Zealand,thriller,2017,6_Days_(2017_film)
Shot Caller,Ric Roman Waugh,"Nikolaj Coster-Waldau,Omari Hardwick,Lake Bell,Jon Bernthal",United States,thriller,2017,Shot_Caller_(film)
The Snowman,Tomas Alfredson,"Michael Fassbender,Rebecca Ferguson,Charlotte Gainsbourg",United StatesUnited KingdomSweden,thriller,2017,The_Snowman_(2017_film)
Thumper,Jordan Ross,"Eliza Taylor,Lena Headey,Pablo Schreiber,Ben Feldman",United States,thriller,2017,Thumper_(film)
You Were Never Really Here,Lynne Ramsay,"Joaquin Phoenix,Ekaterina Samsonov,John Doman",United StatesUnited KingdomFrance,thriller,2017,You_Were_Never_Really_Here
Bad Times at the El Royale,Drew Goddard,"Jeff Bridges,Cynthia Erivo,Dakota Johnson",United States,thriller,2018,Bad_Times_at_the_El_Royale
Calibre,Matt Palmer,"Jack Lowden,Martin McCann,Tony Curran",United Kingdom,thriller,2018,Calibre_(film)
The Commuter,Jaume Collet-Serra,"Liam Neeson,Patrick Wilson,Vera Farmiga",United StatesUnited KingdomFrance,thriller,2018,The_Commuter_(film)
Death Wish,Eli Roth,"Bruce Willis,Vincent D'Onofrio,Elisabeth Shue",United States,thriller,2018,Death_Wish_(2018_film)
The Girl in the Spider's Web,Fede Álvarez,"Claire Foy,Sverrir Gudnason,LaKeith Stanfield",United StatesCanadaGermany,thriller,2018,The_Girl_in_the_Spider%27s_Web_(film)
Golden Slumber,Noh Dong-seok,"Gang Dong-won,Kim Eui-sung,Kim Sung-kyun",South Korea,thriller,2018,/w/index.php?title=Golden_Slumber_(2010_film)&action=edit&redlink=1
Missing,Mukul Abhyankar,"Tabu,Manoj Bajpayee, andAnnu Kapoor",India,thriller,2018,Missing_(2018_film)
The Neighbor,Aaron Harvey,"William Fichtner,Jessica McNamee,Jean Louisa Kelly",United States,thriller,2018,The_Neighbor_(2018_film)
The Realm,Rodrigo Sorogoyen,"Antonio de la Torre,Mónica López,Josep Maria Pou",Spain,thriller,2018,The_Realm_(film)
Red Sparrow,Francis Lawrence,"Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts",United States,thriller,2018,Red_Sparrow
Searching,Aneesh Chaganty,"John Cho,Debra Messing",United States,thriller,2018,Searching_(film)
A Simple Favor,Paul Feig,"Anna Kendrick,Blake Lively,Henry Golding",United States,thriller,2018,A_Simple_Favor_(film)
Traffik,Deon Taylor,Paula PattonandOmar Epps,United States,thriller,2018,Traffik_(2018_film)
Cold Pursuit,Hans Petter Moland,"Liam Neeson,Tom Bateman,Tom Jackson",United StatesUnited Kingdom,thriller,2019,Cold_Pursuit
Glass,M. Night Shyamalan,"James McAvoy,Bruce Willis,Anya Taylor-Joy",United States,thriller,2019,Glass_(2019_film)
I See You,Adam Randall,"Helen Hunt,Jon Tenney,Judah Lewis",United States,thriller,2019,I_See_You_(2019_film)
The Poison Rose,George Gallo,"John Travolta,Morgan Freeman,Famke Janssen",United States,thriller,2019,The_Poison_Rose
Serenity,Steven Knight,"Matthew McConaughey,Anne Hathaway,Diane Lane",United States,thriller,2019,Serenity_(2019_film)
2000 AD,Gordon Chan,"Aaron Kwok,Phyllis Quek,Daniel Wu",Hong Kong,thriller,2000,2000_AD_(film)
The 6th Day,Roger Spottiswoode,Arnold Schwarzenegger,United states,thriller,2000,The_6th_Day
Anatomy,Stefan Ruzowitzky,"Franka Potente,Benno Fürmann,Anna Loos",Germany,thriller,2000,Anatomy_(film)
Baise-Moi,"Virginie Despentes,Coralie Trinh Thi","Raffaela Anderson,Karen Bach",France,thriller,2000,Baise-Moi
The Beach,Danny Boyle,"Leonardo DiCaprio,Tilda Swinton,Virginie Ledoyen",United States,thriller,2000,The_Beach_(2000_film)
The Cell,Tarsem Singh,Jennifer Lopez,United States,thriller,2000,The_Cell_(film)
La comunidad,Álex de la Iglesia,"Carmen Maura,Eduardo Antuna,Jesus Bonilla",Spain,thriller,2000,La_comunidad_(film)
The Crimson Rivers,Mathieu Kassovitz,"Jean Reno,Vincent Cassel,Nadia Farès",France,thriller,2000,The_Crimson_Rivers
Devil in the Flesh II: Teacher's Pet,Marcus Spiegel,Jodi Lyn O'Keefe,United States,thriller,2000,Devil_in_the_Flesh_2
Chasing Sleep,Michael Walker,"Jeff Daniels,Emily Bergl",United States,thriller,2000,Chasing_Sleep
Frequency,Gregory Hoblit,"Dennis Quaid,James Caviezel,Andre Braugher",United States,thriller,2000,Frequency_(2000_film)
Gangster No. 1,Paul McGuigan,"Malcolm McDowell,David Thewlis,Paul Bettany",United KingdomGermany,thriller,2000,Gangster_No._1
Get Carter,Stephen Kay,Sylvester Stallone,United States,thriller,2000,Get_Carter_(2000_film)
Hollow Man,Paul Verhoeven,"Elisabeth Shue,Kevin Bacon,Josh Brolin",United States,thriller,2000,Hollow_Man
Memento,Christopher Nolan,"Guy Pearce,Carrie-Anne Moss,Joe Pantoliano",United States,thriller,2000,Memento_(film)
Merci Pour le Chocolat,Claude Chabrol,"Isabelle Huppert,Jacques Dutronc",FranceSwitzerland,thriller,2000,Merci_Pour_le_Chocolat
Mission: Impossible 2,John Woo,Tom Cruise,United States,thriller,2000,Mission:_Impossible_2
Proof of Life,Taylor Hackford,"Meg Ryan,Russell Crowe,David Morse",United States,thriller,2000,Proof_of_Life
Proximity,Scott Ziehl,"James Coburn,Rob Lowe,Kelly Rowan",United States,thriller,2000,Proximity_(2000_film)
Reindeer Games,John Frankenheimer,"Ben Affleck,Gary Sinise,Charlize Theron",United States,thriller,2000,Reindeer_Games
Seance,Kiyoshi Kurosawa,"Kōji Yakusho,Jun Fubuki,Ittoku Kishibe",Japan,thriller,2000,S%C3%A9ance_(2001_film)
Sexy Beast,Jonathan Glazer,"Ray Winstone,Ben Kingsley,Ian McShane",United Kingdom,thriller,2000,Sexy_Beast
Time and Tide,Tsui Hark,"Nicholas Tse,Wu Bai,Anthony Wong",Hong Kong,thriller,2000,Time_and_Tide_(2000_film)
Six-Pack,Alain Berberian,"Richard Anconina,Frédéric Diefenthal,Chiara Mastroianni",France,thriller,2000,/w/index.php?title=Six-Pack_(2000_film)&action=edit&redlink=1
Unbreakable,M. Night Shyamalan,"Bruce Willis,Samuel L. Jackson,Robin Wright Penn",United States,thriller,2000,Unbreakable_(film)
Versus,Ryuhei Kitamura,"Tak Sakaguchi,Hideo Sakaki",Japan,thriller,2000,Versus_(2000_film)
Vertical Limit,Martin Campbell,"Chris O'Donnell,Bill Paxton,Robin Tunney,Scott Glenn",United States,thriller,2000,Vertical_Limit
What Lies Beneath,Robert Zemeckis,"Harrison Ford,Michelle Pfeiffer,Diana Scarwid",United States,thriller,2000,What_Lies_Beneath
With a Friend Like Harry...,Dominik Moll,"Laurent Lucas,Sergi López,Mathilde Seigner",France,thriller,2000,With_a_Friend_Like_Harry...
X-Men,Bryan Singer,"Hugh Jackman,Patrick Stewart,Ian McKellen",United States,thriller,2000,X-Men_(film)
Along Came a Spider,Lee Tamahori,"Morgan Freeman,Monica Potter,Michael Wincott",United States,thriller,2001,Along_Came_a_Spider_(film)
Antitrust,Peter Howitt,"Ryan Phillippe,Rachael Leigh Cook,Claire Forlani",United States,thriller,2001,Antitrust_(film)
The Barber,Michael Bafaro,"Malcolm McDowell,Jeremy Ratchford,Garwin Sanford",United States,thriller,2001,
Battle Royale,Kinji Fukasaku,Tatsuya Fujiwara,Japan,thriller,2001,Battle_Royale_(film)
Blue Spring,Toshiaki Toyoda,"Ryuhei Matsuda,Hirofumi Arai,Sousuke Takaoka",Japan,thriller,2001,Blue_Spring_(film)
The Devil's Backbone,Guillermo del Toro,"Marisa Paredes,Eduardo Noriega,Federico Luppi",SpainMexico,thriller,2001,The_Devil%27s_Backbone
Domestic Disturbance,Harold Becker,"John Travolta,Vince Vaughn,Teri Polo",United States,thriller,2001,Domestic_Disturbance
Don't Say a Word,Gary Fleder,"Michael Douglas,Sean Bean,Brittany Murphy",United States,thriller,2001,Don%27t_Say_a_Word
Das Experiment,Oliver Hirschbiegel,"Moritz Bleibtreu,Christian Berkel,Timo Dierkes",Germany,thriller,2001,Das_Experiment
Enigma,Michael Apted,"Dougray Scott,Kate Winslet",United KingdomUnited States,thriller,2001,Enigma_(2001_film)
The Fast and the Furious,Rob Cohen,"Paul Walker,Vin Diesel,Michelle Rodriguez",United States,thriller,2001,The_Fast_and_the_Furious_(2001_film)
Frailty,Bill Paxton,"Bill Paxton,Matthew McConaughey,Powers Boothe",United States,thriller,2001,Frailty_(2001_film)
From Hell,"Albert Hughes,Allen Hughes","Johnny Depp,Heather Graham",United States,thriller,2001,From_Hell_(film)
Fulltime Killer,Johnnie To,"Andy Lau,Takashi Sorimachi,Simon Yam",Hong Kong,thriller,2001,Fulltime_Killer
The Glass House,Daniel Sackheim,"Leelee Sobieski,Diane Lane,Stellan Skarsgård",United States,thriller,2001,The_Glass_House_(2001_film)
Hannibal,Ridley Scott,"Anthony Hopkins,Julianne Moore",United States,thriller,2001,Hannibal_(2001_film)
Intacto,Juan Carlos Fresnadillo,"Leonardo Sbaraglia,Eusebio Poncela",Spain,thriller,2001,Intacto
Joy Ride,John Dahl,"Steve Zahn,Paul Walker",United States,thriller,2001,Joy_Ride_(2001_film)
Kiss of the Dragon,Chris Nahon,"Jet Li,Bridget Fonda,Tchéky Karyo",FranceUnited States,thriller,2001,Kiss_of_the_Dragon
Megiddo: The Omega Code 2,Brian Trenchard-Smith,"Michael York,Michael Biehn,John DeMita",United States,thriller,2001,Megiddo:_The_Omega_Code_2
Mulholland Drive,David Lynch,"Justin Theroux,Naomi Watts,Laura Elena Harring,Ann Miller",United States,thriller,2001,Mulholland_Drive_(film)
Nine Queens,Fabián Bielinsky,"Ricardo Darín,Gastón Pauls,Leticia Brédice",Argentina,thriller,2001,Nine_Queens
The One,James Wong,Jet Li,United States,thriller,2001,The_One_(2001_film)
The Others,Alejandro Amenábar,Nicole Kidman,Spain,thriller,2001,The_Others_(2001_film)
Pulse,Kiyoshi Kurosawa,"Haruhiko Kato,Kumiko Asō,Koyuki",Japan,thriller,2001,Pulse_(2001_film)
Read my Lips,Jacques Audiard,"Vincent Cassel,Emmanuelle Devos,Olivier Gourmet",France,thriller,2001,Read_my_Lips_(film)
Session 9,Brad Anderson,"Peter Mullan,David Caruso",United States,thriller,2001,Session_9
Soul Survivors,Stephen W. Carpenter,"Melissa Sagemiller,Casey Affleck,Wes Bentley",United States,thriller,2001,Soul_Survivors_(film)
Spy Game,Tony Scott,"Robert Redford,Brad Pitt,Catherine McCormack",United States,thriller,2001,Spy_Game
Swordfish,Dominic Sena,"John Travolta,Hugh Jackman,Halle Berry",United States,thriller,2001,Swordfish_(film)
Training Day,Antoine Fuqua,"Denzel Washington,Ethan Hawke",United States,thriller,2001,Training_Day
Vanilla Sky,Cameron Crowe,"Tom Cruise,Penélope Cruz,Cameron Diaz",United States,thriller,2001,Vanilla_Sky
The Watcher,Joe Charbanic,"James Spader,Marisa Tomei,Keanu Reeves",United States,thriller,2001,The_Watcher_(2000_film)
Zebra Lounge,Kari Skogland,"Stephen Baldwin,Kristy Swanson",United States,thriller,2001,Zebra_Lounge
